Structured comment name	checklist	Requirement	Cardinality	cardinality	recommended
samp_collec_device	miuvig	C	EM		TRUE
samp_collec_method	miuvig	C	EM		TRUE
samp_mat_process	miuvig	C	EM		TRUE
samp_size	miuvig	C	EM		TRUE
sim_search_meth	miuvig	C	EM		TRUE
single_cell_lysis_appr	miuvig	C	EM		TRUE
single_cell_lysis_prot	miuvig	C	EM		TRUE
size_frac	miuvig	C	EM		TRUE
sop	miuvig	C	EM		TRUE
sort_tech	miuvig	C	EM		TRUE
source_mat_id	miuvig	C	EM		TRUE
tax_class	miuvig	C	EM		TRUE
wga_amp_appr	miuvig	C	EM		TRUE
wga_amp_kit	miuvig	C	EM		TRUE
alt	migs_ba	E	E+		TRUE
depth	migs_ba	E	E+		TRUE
elev	migs_ba	E	E+		TRUE
temp	migs_ba	E	E+		TRUE
alt	migs_eu	E	E+		TRUE
depth	migs_eu	E	E+		TRUE
elev	migs_eu	E	E+		TRUE
temp	migs_eu	E	E+		TRUE
alt	migs_org	E	E+		TRUE
depth	migs_org	E	E+		TRUE
elev	migs_org	E	E+		TRUE
temp	migs_org	E	E+		TRUE
alt	migs_pl	E	E+		TRUE
depth	migs_pl	E	E+		TRUE
elev	migs_pl	E	E+		TRUE
temp	migs_pl	E	E+		TRUE
alt	migs_vi	E	E+		TRUE
depth	migs_vi	E	E+		TRUE
elev	migs_vi	E	E+		TRUE
temp	migs_vi	E	E+		TRUE
alt	mimag	E	E+		TRUE
depth	mimag	E	E+		TRUE
elev	mimag	E	E+		TRUE
temp	mimag	E	E+		TRUE
alt	mimarks_c	E	E+		TRUE
depth	mimarks_c	E	E+		TRUE
elev	mimarks_c	E	E+		TRUE
temp	mimarks_c	E	E+		TRUE
alt	mimarks_s	E	E+		TRUE
depth	mimarks_s	E	E+		TRUE
elev	mimarks_s	E	E+		TRUE
temp	mimarks_s	E	E+		TRUE
alt	mims	E	E+		TRUE
depth	mims	E	E+		TRUE
elev	mims	E	E+		TRUE
temp	mims	E	E+		TRUE
alt	misag	E	E+		TRUE
depth	misag	E	E+		TRUE
elev	misag	E	E+		TRUE
temp	misag	E	E+		TRUE
alt	miuvig	E	E+		TRUE
depth	miuvig	E	E+		TRUE
elev	miuvig	E	E+		TRUE
temp	miuvig	E	E+		TRUE
assembly_qual	migs_ba	M	M	M	
assembly_software	migs_ba	M	M	M	
collection_date	migs_ba	M	M	M	
env_broad_scale	migs_ba	M	M	M	
env_local_scale	migs_ba	M	M	M	
env_medium	migs_ba	M	M	M	
geo_loc_name	migs_ba	M	M	M	
isol_growth_condt	migs_ba	M	M	M	
lat_lon	migs_ba	M	M	M	
num_replicons	migs_ba	M	M	M	
number_contig	migs_ba	M	M	M	
project_name	migs_ba	M	M	M	
ref_biomaterial	migs_ba	M	M	M	
samp_name	migs_ba	M	M	M	
samp_taxon_id	migs_ba	M	M	M	
seq_meth	migs_ba	M	M	M	
assembly_qual	migs_eu	M	M	M	
assembly_software	migs_eu	M	M	M	
collection_date	migs_eu	M	M	M	
env_broad_scale	migs_eu	M	M	M	
env_local_scale	migs_eu	M	M	M	
env_medium	migs_eu	M	M	M	
geo_loc_name	migs_eu	M	M	M	
isol_growth_condt	migs_eu	M	M	M	
lat_lon	migs_eu	M	M	M	
number_contig	migs_eu	M	M	M	
project_name	migs_eu	M	M	M	
samp_name	migs_eu	M	M	M	
samp_taxon_id	migs_eu	M	M	M	
seq_meth	migs_eu	M	M	M	
assembly_software	migs_org	M	M	M	
collection_date	migs_org	M	M	M	
env_broad_scale	migs_org	M	M	M	
env_local_scale	migs_org	M	M	M	
env_medium	migs_org	M	M	M	
geo_loc_name	migs_org	M	M	M	
isol_growth_condt	migs_org	M	M	M	
lat_lon	migs_org	M	M	M	
project_name	migs_org	M	M	M	
samp_name	migs_org	M	M	M	
samp_taxon_id	migs_org	M	M	M	
seq_meth	migs_org	M	M	M	
assembly_software	migs_pl	M	M	M	
collection_date	migs_pl	M	M	M	
env_broad_scale	migs_pl	M	M	M	
env_local_scale	migs_pl	M	M	M	
env_medium	migs_pl	M	M	M	
geo_loc_name	migs_pl	M	M	M	
isol_growth_condt	migs_pl	M	M	M	
lat_lon	migs_pl	M	M	M	
project_name	migs_pl	M	M	M	
propagation	migs_pl	M	M	M	
samp_name	migs_pl	M	M	M	
samp_taxon_id	migs_pl	M	M	M	
seq_meth	migs_pl	M	M	M	
assembly_software	migs_vi	M	M	M	
collection_date	migs_vi	M	M	M	
env_broad_scale	migs_vi	M	M	M	
env_local_scale	migs_vi	M	M	M	
env_medium	migs_vi	M	M	M	
geo_loc_name	migs_vi	M	M	M	
isol_growth_condt	migs_vi	M	M	M	
lat_lon	migs_vi	M	M	M	
project_name	migs_vi	M	M	M	
propagation	migs_vi	M	M	M	
samp_name	migs_vi	M	M	M	
samp_taxon_id	migs_vi	M	M	M	
seq_meth	migs_vi	M	M	M	
assembly_qual	mimag	M	M	M	
assembly_software	mimag	M	M	M	
bin_param	mimag	M	M	M	
bin_software	mimag	M	M	M	
collection_date	mimag	M	M	M	
compl_score	mimag	M	M	M	
compl_software	mimag	M	M	M	
contam_score	mimag	M	M	M	
env_broad_scale	mimag	M	M	M	
env_local_scale	mimag	M	M	M	
env_medium	mimag	M	M	M	
geo_loc_name	mimag	M	M	M	
lat_lon	mimag	M	M	M	
project_name	mimag	M	M	M	
samp_name	mimag	M	M	M	
samp_taxon_id	mimag	M	M	M	
seq_meth	mimag	M	M	M	
tax_ident	mimag	M	M	M	
collection_date	mimarks_c	M	M	M	
env_broad_scale	mimarks_c	M	M	M	
env_local_scale	mimarks_c	M	M	M	
env_medium	mimarks_c	M	M	M	
geo_loc_name	mimarks_c	M	M	M	
isol_growth_condt	mimarks_c	M	M	M	
lat_lon	mimarks_c	M	M	M	
project_name	mimarks_c	M	M	M	
samp_name	mimarks_c	M	M	M	
samp_taxon_id	mimarks_c	M	M	M	
seq_meth	mimarks_c	M	M	M	
target_gene	mimarks_c	M	M	M	
collection_date	mimarks_s	M	M	M	
env_broad_scale	mimarks_s	M	M	M	
env_local_scale	mimarks_s	M	M	M	
env_medium	mimarks_s	M	M	M	
geo_loc_name	mimarks_s	M	M	M	
lat_lon	mimarks_s	M	M	M	
project_name	mimarks_s	M	M	M	
samp_name	mimarks_s	M	M	M	
samp_taxon_id	mimarks_s	M	M	M	
seq_meth	mimarks_s	M	M	M	
target_gene	mimarks_s	M	M	M	
collection_date	mims	M	M	M	
env_broad_scale	mims	M	M	M	
env_local_scale	mims	M	M	M	
env_medium	mims	M	M	M	
geo_loc_name	mims	M	M	M	
lat_lon	mims	M	M	M	
project_name	mims	M	M	M	
samp_name	mims	M	M	M	
samp_taxon_id	mims	M	M	M	
seq_meth	mims	M	M	M	
assembly_qual	misag	M	M	M	
assembly_software	misag	M	M	M	
collection_date	misag	M	M	M	
compl_score	misag	M	M	M	
compl_software	misag	M	M	M	
contam_score	misag	M	M	M	
env_broad_scale	misag	M	M	M	
env_local_scale	misag	M	M	M	
env_medium	misag	M	M	M	
geo_loc_name	misag	M	M	M	
lat_lon	misag	M	M	M	
project_name	misag	M	M	M	
samp_name	misag	M	M	M	
samp_taxon_id	misag	M	M	M	
seq_meth	misag	M	M	M	
single_cell_lysis_appr	misag	M	M	M	
sort_tech	misag	M	M	M	
tax_ident	misag	M	M	M	
wga_amp_appr	misag	M	M	M	
assembly_qual	miuvig	M	M	M	
assembly_software	miuvig	M	M	M	
collection_date	miuvig	M	M	M	
detec_type	miuvig	M	M	M	
env_broad_scale	miuvig	M	M	M	
env_local_scale	miuvig	M	M	M	
env_medium	miuvig	M	M	M	
geo_loc_name	miuvig	M	M	M	
lat_lon	miuvig	M	M	M	
number_contig	miuvig	M	M	M	
pred_genome_struc	miuvig	M	M	M	
pred_genome_type	miuvig	M	M	M	
project_name	miuvig	M	M	M	
samp_name	miuvig	M	M	M	
samp_taxon_id	miuvig	M	M	M	
seq_meth	miuvig	M	M	M	
source_uvig	miuvig	M	M	M	
vir_ident_software	miuvig	M	M	M	
virus_enrich_appr	miuvig	M	M	M	
compl_score	migs_ba	X	O	O	
compl_software	migs_ba	X	O	O	
encoded_traits	migs_ba	X	O	O	
estimated_size	migs_ba	X	O	O	
experimental_factor	migs_ba	X	O	O	
feat_pred	migs_ba	X	O	O	
host_spec_range	migs_ba	X	O	O	
lib_layout	migs_ba	X	O	O	
lib_reads_seqd	migs_ba	X	O	O	
lib_screen	migs_ba	X	O	O	
lib_size	migs_ba	X	O	O	
lib_vector	migs_ba	X	O	O	
ref_db	migs_ba	X	O	O	
samp_collec_device	migs_ba	X	O	O	
samp_collec_method	migs_ba	X	O	O	
samp_mat_process	migs_ba	X	O	O	
samp_size	migs_ba	X	O	O	
samp_vol_we_dna_ext	migs_ba	X	O	O	
sim_search_meth	migs_ba	X	O	O	
tax_class	migs_ba	X	O	O	
biotic_relationship	migs_eu	X	O	O	
compl_score	migs_eu	X	O	O	
compl_software	migs_eu	X	O	O	
estimated_size	migs_eu	X	O	O	
experimental_factor	migs_eu	X	O	O	
extrachrom_elements	migs_eu	X	O	O	
feat_pred	migs_eu	X	O	O	
host_disease_stat	migs_eu	X	O	O	
host_spec_range	migs_eu	X	O	O	
lib_layout	migs_eu	X	O	O	
lib_reads_seqd	migs_eu	X	O	O	
lib_screen	migs_eu	X	O	O	
lib_size	migs_eu	X	O	O	
lib_vector	migs_eu	X	O	O	
num_replicons	migs_eu	X	O	O	
ploidy	migs_eu	X	O	O	
ref_biomaterial	migs_eu	X	O	O	
ref_db	migs_eu	X	O	O	
samp_collec_device	migs_eu	X	O	O	
samp_collec_method	migs_eu	X	O	O	
samp_mat_process	migs_eu	X	O	O	
samp_size	migs_eu	X	O	O	
samp_vol_we_dna_ext	migs_eu	X	O	O	
sim_search_meth	migs_eu	X	O	O	
specific_host	migs_eu	X	O	O	
tax_class	migs_eu	X	O	O	
assembly_qual	migs_org	X	O	O	
compl_score	migs_org	X	O	O	
compl_software	migs_org	X	O	O	
estimated_size	migs_org	X	O	O	
experimental_factor	migs_org	X	O	O	
feat_pred	migs_org	X	O	O	
lib_layout	migs_org	X	O	O	
lib_reads_seqd	migs_org	X	O	O	
lib_screen	migs_org	X	O	O	
lib_size	migs_org	X	O	O	
lib_vector	migs_org	X	O	O	
number_contig	migs_org	X	O	O	
ref_biomaterial	migs_org	X	O	O	
ref_db	migs_org	X	O	O	
samp_collec_device	migs_org	X	O	O	
samp_collec_method	migs_org	X	O	O	
samp_mat_process	migs_org	X	O	O	
samp_size	migs_org	X	O	O	
samp_vol_we_dna_ext	migs_org	X	O	O	
sim_search_meth	migs_org	X	O	O	
tax_class	migs_org	X	O	O	
assembly_qual	migs_pl	X	O	O	
compl_score	migs_pl	X	O	O	
compl_software	migs_pl	X	O	O	
estimated_size	migs_pl	X	O	O	
experimental_factor	migs_pl	X	O	O	
feat_pred	migs_pl	X	O	O	
host_spec_range	migs_pl	X	O	O	
lib_layout	migs_pl	X	O	O	
lib_reads_seqd	migs_pl	X	O	O	
lib_screen	migs_pl	X	O	O	
lib_size	migs_pl	X	O	O	
lib_vector	migs_pl	X	O	O	
number_contig	migs_pl	X	O	O	
ref_biomaterial	migs_pl	X	O	O	
ref_db	migs_pl	X	O	O	
samp_collec_device	migs_pl	X	O	O	
samp_collec_method	migs_pl	X	O	O	
samp_mat_process	migs_pl	X	O	O	
samp_size	migs_pl	X	O	O	
samp_vol_we_dna_ext	migs_pl	X	O	O	
sim_search_meth	migs_pl	X	O	O	
tax_class	migs_pl	X	O	O	
assembly_qual	migs_vi	X	O	O	
biotic_relationship	migs_vi	X	O	O	
compl_score	migs_vi	X	O	O	
compl_software	migs_vi	X	O	O	
estimated_size	migs_vi	X	O	O	
experimental_factor	migs_vi	X	O	O	
feat_pred	migs_vi	X	O	O	
lib_layout	migs_vi	X	O	O	
lib_reads_seqd	migs_vi	X	O	O	
lib_screen	migs_vi	X	O	O	
lib_size	migs_vi	X	O	O	
lib_vector	migs_vi	X	O	O	
number_contig	migs_vi	X	O	O	
ref_biomaterial	migs_vi	X	O	O	
ref_db	migs_vi	X	O	O	
samp_collec_device	migs_vi	X	O	O	
samp_collec_method	migs_vi	X	O	O	
samp_mat_process	migs_vi	X	O	O	
samp_size	migs_vi	X	O	O	
samp_vol_we_dna_ext	migs_vi	X	O	O	
sim_search_meth	migs_vi	X	O	O	
tax_class	migs_vi	X	O	O	
16s_recover	mimag	X	O	O	
16s_recover_software	mimag	X	O	O	
annot	mimag	X	O	O	
compl_appr	mimag	X	O	O	
contam_screen_input	mimag	X	O	O	
contam_screen_param	mimag	X	O	O	
decontam_software	mimag	X	O	O	
feat_pred	mimag	X	O	O	
mag_cov_software	mimag	X	O	O	
number_contig	mimag	X	O	O	
reassembly_bin	mimag	X	O	O	
ref_biomaterial	mimag	X	O	O	
ref_db	mimag	X	O	O	
rel_to_oxygen	mimag	X	O	O	
samp_vol_we_dna_ext	mimag	X	O	O	
sim_search_meth	mimag	X	O	O	
size_frac	mimag	X	O	O	
tax_class	mimag	X	O	O	
trna_ext_software	mimag	X	O	O	
trnas	mimag	X	O	O	
experimental_factor	mimarks_c	X	O	O	
extrachrom_elements	mimarks_c	X	O	O	
samp_collec_device	mimarks_c	X	O	O	
samp_collec_method	mimarks_c	X	O	O	
samp_size	mimarks_c	X	O	O	
samp_vol_we_dna_ext	mimarks_c	X	O	O	
rel_to_oxygen	mimarks_s	X	O	O	
samp_vol_we_dna_ext	mimarks_s	X	O	O	
size_frac	mimarks_s	X	O	O	
feat_pred	mims	X	O	O	
ref_biomaterial	mims	X	O	O	
ref_db	mims	X	O	O	
rel_to_oxygen	mims	X	O	O	
samp_vol_we_dna_ext	mims	X	O	O	
sim_search_meth	mims	X	O	O	
size_frac	mims	X	O	O	
tax_class	mims	X	O	O	
16s_recover	misag	X	O	O	
16s_recover_software	misag	X	O	O	
annot	misag	X	O	O	
compl_appr	misag	X	O	O	
contam_screen_input	misag	X	O	O	
contam_screen_param	misag	X	O	O	
decontam_software	misag	X	O	O	
feat_pred	misag	X	O	O	
number_contig	misag	X	O	O	
ref_biomaterial	misag	X	O	O	
ref_db	misag	X	O	O	
rel_to_oxygen	misag	X	O	O	
samp_vol_we_dna_ext	misag	X	O	O	
sim_search_meth	misag	X	O	O	
single_cell_lysis_prot	misag	X	O	O	
size_frac	misag	X	O	O	
tax_class	misag	X	O	O	
trna_ext_software	misag	X	O	O	
trnas	misag	X	O	O	
wga_amp_kit	misag	X	O	O	
annot	miuvig	X	O	O	
biotic_relationship	miuvig	X	O	O	
compl_software	miuvig	X	O	O	
estimated_size	miuvig	X	O	O	
host_spec_range	miuvig	X	O	O	
mag_cov_software	miuvig	X	O	O	
pathogenicity	miuvig	X	O	O	
ref_biomaterial	miuvig	X	O	O	
samp_vol_we_dna_ext	miuvig	X	O	O	
specific_host	miuvig	X	O	O	
tax_ident	miuvig	X	O	O	
trna_ext_software	miuvig	X	O	O	
trnas	miuvig	X	O	O	
