MIXS ID	Structured comment name	class	mixs matching attribute	mixs matching value	ontology id
MIXS:0000002	samp_collect_device	mimarks_s	Example	swab, biopsy, niskin bottle, push core, drag swab [GENEPIO:0002713]	GENEPIO
MIXS:0000002	samp_collect_device	mimarks_c	Definition	The device used to collect an environmental sample. This field accepts terms listed under environmental sampling device (http://purl.obolibrary.org/obo/ENVO). This field also accepts terms listed under specimen collection device (http://purl.obolibrary.org/obo/GENEPIO_0002094).	ENVO
MIXS:0000002	samp_collect_device	mimarks_c	Example	swab, biopsy, niskin bottle, push core, drag swab [GENEPIO:0002713]	GENEPIO
MIXS:0000002	samp_collect_device	misag	Definition	The device used to collect an environmental sample. This field accepts terms listed under environmental sampling device (http://purl.obolibrary.org/obo/ENVO). This field also accepts terms listed under specimen collection device (http://purl.obolibrary.org/obo/GENEPIO_0002094).	ENVO
MIXS:0000002	samp_collect_device	misag	Example	swab, biopsy, niskin bottle, push core, drag swab [GENEPIO:0002713]	GENEPIO
MIXS:0000002	samp_collect_device	mimag	Definition	The device used to collect an environmental sample. This field accepts terms listed under environmental sampling device (http://purl.obolibrary.org/obo/ENVO). This field also accepts terms listed under specimen collection device (http://purl.obolibrary.org/obo/GENEPIO_0002094).	ENVO
MIXS:0000002	samp_collect_device	mimag	Example	swab, biopsy, niskin bottle, push core, drag swab [GENEPIO:0002713]	GENEPIO
MIXS:0000002	samp_collect_device	miuvig	Definition	The device used to collect an environmental sample. This field accepts terms listed under environmental sampling device (http://purl.obolibrary.org/obo/ENVO). This field also accepts terms listed under specimen collection device (http://purl.obolibrary.org/obo/GENEPIO_0002094).	ENVO
MIXS:0000002	samp_collect_device	miuvig	Example	swab, biopsy, niskin bottle, push core, drag swab [GENEPIO:0002713]	GENEPIO
MIXS:0000050	seq_meth	migs_eu	Definition	Sequencing machine used. Where possible the term should be taken from the OBI list of DNA sequencers (http://purl.obolibrary.org/obo/OBI_0400103).	OBI
MIXS:0000050	seq_meth	migs_eu	Expected value	Text or OBI	OBI
MIXS:0000050	seq_meth	migs_eu	Example	454 Genome Sequencer FLX [OBI:0000702]	OBI
MIXS:0000050	seq_meth	migs_ba	Definition	Sequencing machine used. Where possible the term should be taken from the OBI list of DNA sequencers (http://purl.obolibrary.org/obo/OBI_0400103).	OBI
MIXS:0000050	seq_meth	migs_ba	Expected value	Text or OBI	OBI
MIXS:0000050	seq_meth	migs_ba	Example	454 Genome Sequencer FLX [OBI:0000702]	OBI
MIXS:0000050	seq_meth	migs_pl	Definition	Sequencing machine used. Where possible the term should be taken from the OBI list of DNA sequencers (http://purl.obolibrary.org/obo/OBI_0400103).	OBI
MIXS:0000050	seq_meth	migs_pl	Expected value	Text or OBI	OBI
MIXS:0000050	seq_meth	migs_pl	Example	454 Genome Sequencer FLX [OBI:0000702]	OBI
MIXS:0000050	seq_meth	migs_vi	Definition	Sequencing machine used. Where possible the term should be taken from the OBI list of DNA sequencers (http://purl.obolibrary.org/obo/OBI_0400103).	OBI
MIXS:0000050	seq_meth	migs_vi	Expected value	Text or OBI	OBI
MIXS:0000050	seq_meth	migs_vi	Example	454 Genome Sequencer FLX [OBI:0000702]	OBI
MIXS:0000050	seq_meth	migs_org	Definition	Sequencing machine used. Where possible the term should be taken from the OBI list of DNA sequencers (http://purl.obolibrary.org/obo/OBI_0400103).	OBI
MIXS:0000050	seq_meth	migs_org	Expected value	Text or OBI	OBI
MIXS:0000050	seq_meth	migs_org	Example	454 Genome Sequencer FLX [OBI:0000702]	OBI
MIXS:0000050	seq_meth	mims	Definition	Sequencing machine used. Where possible the term should be taken from the OBI list of DNA sequencers (http://purl.obolibrary.org/obo/OBI_0400103).	OBI
MIXS:0000050	seq_meth	mims	Expected value	Text or OBI	OBI
MIXS:0000050	seq_meth	mims	Example	454 Genome Sequencer FLX [OBI:0000702]	OBI
MIXS:0000050	seq_meth	mimarks_s	Definition	Sequencing machine used. Where possible the term should be taken from the OBI list of DNA sequencers (http://purl.obolibrary.org/obo/OBI_0400103).	OBI
MIXS:0000050	seq_meth	mimarks_s	Expected value	Text or OBI	OBI
MIXS:0000050	seq_meth	mimarks_s	Example	454 Genome Sequencer FLX [OBI:0000702]	OBI
MIXS:0000050	seq_meth	mimarks_c	Definition	Sequencing machine used. Where possible the term should be taken from the OBI list of DNA sequencers (http://purl.obolibrary.org/obo/OBI_0400103).	OBI
MIXS:0000050	seq_meth	mimarks_c	Expected value	Text or OBI	OBI
MIXS:0000050	seq_meth	mimarks_c	Example	454 Genome Sequencer FLX [OBI:0000702]	OBI
MIXS:0000050	seq_meth	misag	Definition	Sequencing machine used. Where possible the term should be taken from the OBI list of DNA sequencers (http://purl.obolibrary.org/obo/OBI_0400103).	OBI
MIXS:0000050	seq_meth	misag	Expected value	Text or OBI	OBI
MIXS:0000050	seq_meth	misag	Example	454 Genome Sequencer FLX [OBI:0000702]	OBI
MIXS:0000050	seq_meth	mimag	Definition	Sequencing machine used. Where possible the term should be taken from the OBI list of DNA sequencers (http://purl.obolibrary.org/obo/OBI_0400103).	OBI
MIXS:0000050	seq_meth	mimag	Expected value	Text or OBI	OBI
MIXS:0000050	seq_meth	mimag	Example	454 Genome Sequencer FLX [OBI:0000702]	OBI
MIXS:0000050	seq_meth	miuvig	Definition	Sequencing machine used. Where possible the term should be taken from the OBI list of DNA sequencers (http://purl.obolibrary.org/obo/OBI_0400103).	OBI
MIXS:0000050	seq_meth	miuvig	Expected value	Text or OBI	OBI
MIXS:0000050	seq_meth	miuvig	Example	454 Genome Sequencer FLX [OBI:0000702]	OBI
MIXS:0000751	chem_administration	air	Expected value	CHEBI;timestamp	CHEBI
MIXS:0000751	chem_administration	air	Example	agar [CHEBI:2509];2018-05-11T20:00Z	CHEBI
MIXS:0000829	season	built environment	Definition	The season when sampling occurred. Any of the four periods into which the year is divided by the equinoxes and solstices. This field accepts terms listed under season (http://purl.obolibrary.org/obo/NCIT_C94729).	NCIT
MIXS:0000829	season	built environment	Expected value	autumn [NCIT:C94733], spring [NCIT:C94731], summer [NCIT:C94732], winter [NCIT:C94730]	NCIT
MIXS:0000829	season	built environment	Example	autumn [NCIT:C94733]	NCIT
MIXS:0000031	host_disease_stat	host-associated	Example	rabies [DOID:11260]	DOID
MIXS:0000751	chem_administration	host-associated	Expected value	CHEBI;timestamp	CHEBI
MIXS:0000751	chem_administration	host-associated	Example	agar [CHEBI:2509];2018-05-11T20:00Z	CHEBI
MIXS:0000867	host_body_site	host-associated	Definition	Name of body site where the sample was obtained from, such as a specific organ or tissue (tongue, lung etc...). Use terms from the foundational model of anatomy ontology (fma) or the Uber-anatomy ontology (UBERON)	UBERON
MIXS:0000867	host_body_site	host-associated	Expected value	FMA or UBERON	UBERON
MIXS:0000867	host_body_site	host-associated	Example	gill [UBERON:0002535]	UBERON
MIXS:0000888	host_body_product	host-associated	Definition	Substance produced by the body, e.g. Stool, mucus, where the sample was obtained from. Use terms from the foundational model of anatomy ontology (fma) or Uber-anatomy ontology (UBERON)	UBERON
MIXS:0000888	host_body_product	host-associated	Expected value	FMA or UBERON	UBERON
MIXS:0000888	host_body_product	host-associated	Example	mucus [FMA:66938]	FMA
MIXS:0000874	host_phenotype	host-associated	Definition	Phenotype of human or other host. Use terms from the phenotypic quality ontology (pato) or the Human Phenotype Ontology (HP)	HP
MIXS:0000874	host_phenotype	host-associated	Expected value	PATO or HP	PATO
MIXS:0000874	host_phenotype	host-associated	Example	elongated [PATO:0001154]	PATO
MIXS:0000031	host_disease_stat	human-associated	Example	measles [DOID:8622]	DOID
MIXS:0000751	chem_administration	human-associated	Expected value	CHEBI;timestamp	CHEBI
MIXS:0000751	chem_administration	human-associated	Example	agar [CHEBI:2509];2018-05-11T20:00Z	CHEBI
MIXS:0000867	host_body_site	human-associated	Definition	Name of body site where the sample was obtained from, such as a specific organ or tissue (tongue, lung etc...). Use terms from the foundational model of anatomy ontology (fma) or the Uber-anatomy ontology (UBERON)	UBERON
MIXS:0000867	host_body_site	human-associated	Expected value	FMA or UBERON	UBERON
MIXS:0000888	host_body_product	human-associated	Definition	Substance produced by the body, e.g. Stool, mucus, where the sample was obtained from. Use terms from the foundational model of anatomy ontology (fma) or Uber-anatomy ontology (UBERON)	UBERON
MIXS:0000888	host_body_product	human-associated	Expected value	FMA or UBERON	UBERON
MIXS:0000888	host_body_product	human-associated	Example	mucus [FMA:66938]	FMA
MIXS:0000874	host_phenotype	human-associated	Definition	Phenotype of human or other host. Use terms from the phenotypic quality ontology (pato) or the Human Phenotype Ontology (HP)	HP
MIXS:0000874	host_phenotype	human-associated	Expected value	PATO or HP	PATO
MIXS:0000874	host_phenotype	human-associated	Example	Tinnitus [HP:0000360]	HP
MIXS:0000269	pulmonary_disord	human-associated	Definition	History of pulmonary disorders; can include multiple disorders. The terms should be chosen from the DO (Human Disease Ontology) at http://www.disease-ontology.org, lung disease (https://disease-ontology.org/?id=DOID:850).	DOID
MIXS:0000270	nose_throat_disord	human-associated	Definition	History of nose-throat disorders; can include multiple disorders,  The terms should be chosen from the DO (Human Disease Ontology) at http://www.disease-ontology.org, lung disease (https://disease-ontology.org/?id=DOID:850), upper respiratory tract disease (https://disease-ontology.org/?id=DOID:974).	DOID
MIXS:0000271	blood_blood_disord	human-associated	Definition	History of blood disorders; can include multiple disorders.  The terms should be chosen from the DO (Human Disease Ontology) at http://www.disease-ontology.org, hematopoietic system disease (https://disease-ontology.org/?id=DOID:74).	DOID
MIXS:0000277	kidney_disord	human-associated	Definition	History of kidney disorders; can include multiple disorders. The terms should be chosen from the DO (Human Disease Ontology) at http://www.disease-ontology.org, kidney disease (https://disease-ontology.org/?id=DOID:557). 	DOID
MIXS:0000278	urogenit_tract_disor	human-associated	Definition	History of urogenital tract disorders; can include multiple disorders. The terms should be chosen from the DO (Human Disease Ontology) at http://www.disease-ontology.org, urinary system disease (https://disease-ontology.org/?id=DOID:18). 	DOID
MIXS:0000280	gastrointest_disord	human-gut	Definition	History of gastrointestinal tract disorders; can include multiple disorders. History of blood disorders; can include multiple disorders.  The terms should be chosen from the DO (Human Disease Ontology) at http://www.disease-ontology.org, gastrointestinal system disease (https://disease-ontology.org/?id=DOID:77).	DOID
MIXS:0000282	liver_disord	human-gut	Definition	History of liver disorders; can include multiple disorders. The terms should be chosen from the DO (Human Disease Ontology) at http://www.disease-ontology.org, liver disease (https://disease-ontology.org/?id=DOID:409).	DOID
MIXS:0000031	host_disease_stat	human-gut	Example	measles [DOID:8622]	DOID
MIXS:0000751	chem_administration	human-gut	Expected value	CHEBI;timestamp	CHEBI
MIXS:0000751	chem_administration	human-gut	Example	agar [CHEBI:2509];2018-05-11T20:00Z	CHEBI
MIXS:0000867	host_body_site	human-gut	Definition	Name of body site where the sample was obtained from, such as a specific organ or tissue (tongue, lung etc...). Use terms from the foundational model of anatomy ontology (fma) or the Uber-anatomy ontology (UBERON)	UBERON
MIXS:0000867	host_body_site	human-gut	Expected value	FMA or UBERON	UBERON
MIXS:0000888	host_body_product	human-gut	Definition	Substance produced by the body, e.g. Stool, mucus, where the sample was obtained from. Use terms from the foundational model of anatomy ontology (fma) or Uber-anatomy ontology (UBERON)	UBERON
MIXS:0000888	host_body_product	human-gut	Expected value	FMA or UBERON	UBERON
MIXS:0000888	host_body_product	human-gut	Example	mucus [FMA:66938]	FMA
MIXS:0000874	host_phenotype	human-gut	Definition	Phenotype of human or other host. Use terms from the phenotypic quality ontology (pato) or the Human Phenotype Ontology (HP)	HP
MIXS:0000874	host_phenotype	human-gut	Expected value	PATO or HP	PATO
MIXS:0000874	host_phenotype	human-gut	Example	Tinnitus [HP:0000360]	HP
MIXS:0000283	nose_mouth_teeth_throat_disord	human-oral	Definition	History of nose/mouth/teeth/throat disorders; can include multiple disorders. The terms should be chosen from the DO (Human Disease Ontology) at http://www.disease-ontology.org, nose disease (https://disease-ontology.org/?id=DOID:2825), mouth disease (https://disease-ontology.org/?id=DOID:403), tooth disease (https://disease-ontology.org/?id=DOID:1091), or upper respiratory tract disease (https://disease-ontology.org/?id=DOID:974).	DOID
MIXS:0000031	host_disease_stat	human-oral	Example	measles [DOID:8622]	DOID
MIXS:0000751	chem_administration	human-oral	Expected value	CHEBI;timestamp	CHEBI
MIXS:0000751	chem_administration	human-oral	Example	agar [CHEBI:2509];2018-05-11T20:00Z	CHEBI
MIXS:0000867	host_body_site	human-oral	Definition	Name of body site where the sample was obtained from, such as a specific organ or tissue (tongue, lung etc...). Use terms from the foundational model of anatomy ontology (fma) or the Uber-anatomy ontology (UBERON)	UBERON
MIXS:0000867	host_body_site	human-oral	Expected value	FMA or UBERON	UBERON
MIXS:0000888	host_body_product	human-oral	Definition	Substance produced by the body, e.g. Stool, mucus, where the sample was obtained from. Use terms from the foundational model of anatomy ontology (fma) or Uber-anatomy ontology (UBERON)	UBERON
MIXS:0000888	host_body_product	human-oral	Expected value	FMA or UBERON	UBERON
MIXS:0000888	host_body_product	human-oral	Example	mucus [FMA:66938]	FMA
MIXS:0000874	host_phenotype	human-oral	Definition	Phenotype of human or other host. Use terms from the phenotypic quality ontology (pato) or the Human Phenotype Ontology (HP)	HP
MIXS:0000874	host_phenotype	human-oral	Expected value	PATO or HP	PATO
MIXS:0000874	host_phenotype	human-oral	Example	Tinnitus [HP:0000360]	HP
MIXS:0000284	dermatology_disord	human-skin	Definition	History of dermatology disorders; can include multiple disorders. The terms should be chosen from the DO (Human Disease Ontology) at http://www.disease-ontology.org, skin disease (https://disease-ontology.org/?id=DOID:37).	DOID
MIXS:0000031	host_disease_stat	human-skin	Example	measles [DOID:8622]	DOID
MIXS:0000751	chem_administration	human-skin	Expected value	CHEBI;timestamp	CHEBI
MIXS:0000751	chem_administration	human-skin	Example	agar [CHEBI:2509];2018-05-11T20:00Z	CHEBI
MIXS:0000867	host_body_site	human-skin	Definition	Name of body site where the sample was obtained from, such as a specific organ or tissue (tongue, lung etc...). Use terms from the foundational model of anatomy ontology (fma) or the Uber-anatomy ontology (UBERON)	UBERON
MIXS:0000867	host_body_site	human-skin	Expected value	FMA or UBERON	UBERON
MIXS:0000888	host_body_product	human-skin	Definition	Substance produced by the body, e.g. Stool, mucus, where the sample was obtained from. Use terms from the foundational model of anatomy ontology (fma) or Uber-anatomy ontology (UBERON)	UBERON
MIXS:0000888	host_body_product	human-skin	Expected value	FMA or UBERON	UBERON
MIXS:0000888	host_body_product	human-skin	Example	mucus [FMA:66938]	FMA
MIXS:0000874	host_phenotype	human-skin	Definition	Phenotype of human or other host. Use terms from the phenotypic quality ontology (pato) or the Human Phenotype Ontology (HP)	HP
MIXS:0000874	host_phenotype	human-skin	Expected value	PATO or HP	PATO
MIXS:0000874	host_phenotype	human-skin	Example	Tinnitus [HP:0000360]	HP
MIXS:0000288	gynecologic_disord	human-vaginal	Definition	History of gynecological disorders; can include multiple disorders. The terms should be chosen from the DO (Human Disease Ontology) at http://www.disease-ontology.org, female reproductive system disease (https://disease-ontology.org/?id=DOID:229).	DOID
MIXS:0000289	urogenit_disord	human-vaginal	Definition	History of urogenital disorders, can include multiple disorders. The terms should be chosen from the DO (Human Disease Ontology) at http://www.disease-ontology.org, reproductive system disease (https://disease-ontology.org/?id=DOID:15) or urinary system disease (https://disease-ontology.org/?id=DOID:18). 	DOID
MIXS:0000031	host_disease_stat	human-vaginal	Example	measles [DOID:8622]	DOID
MIXS:0000751	chem_administration	human-vaginal	Expected value	CHEBI;timestamp	CHEBI
MIXS:0000751	chem_administration	human-vaginal	Example	agar [CHEBI:2509];2018-05-11T20:00Z	CHEBI
MIXS:0000867	host_body_site	human-vaginal	Definition	Name of body site where the sample was obtained from, such as a specific organ or tissue (tongue, lung etc...). Use terms from the foundational model of anatomy ontology (fma) or the Uber-anatomy ontology (UBERON)	UBERON
MIXS:0000867	host_body_site	human-vaginal	Expected value	FMA or UBERON	UBERON
MIXS:0000888	host_body_product	human-vaginal	Definition	Substance produced by the body, e.g. Stool, mucus, where the sample was obtained from. Use terms from the foundational model of anatomy ontology (fma) or Uber-anatomy ontology (UBERON)	UBERON
MIXS:0000888	host_body_product	human-vaginal	Expected value	FMA or UBERON	UBERON
MIXS:0000888	host_body_product	human-vaginal	Example	mucus [FMA:66938]	FMA
MIXS:0000874	host_phenotype	human-vaginal	Definition	Phenotype of human or other host. Use terms from the phenotypic quality ontology (pato) or the Human Phenotype Ontology (HP)	HP
MIXS:0000874	host_phenotype	human-vaginal	Expected value	PATO or HP	PATO
MIXS:0000874	host_phenotype	human-vaginal	Example	Tinnitus [HP:0000360]	HP
MIXS:0000998	samp_type	hydrocarbon resources-cores	Definition	The type of material from which the sample was obtained. For the Hydrocarbon package, samples include types like core, rock trimmings, drill cuttings, piping section, coupon, pigging debris, solid deposit, produced fluid, produced water, injected water, swabs, etc. For the Food Package, samples are usually categorized as food, body products or tissues, or environmental material. This field accepts terms listed under environmental specimen (http://purl.obolibrary.org/obo/GENEPIO_0001246).	GENEPIO
MIXS:0000998	samp_type	hydrocarbon resources-cores	Expected value	GENEPIO:0001246	GENEPIO
MIXS:0000998	samp_type	hydrocarbon resources-cores	Example	built environment sample [GENEPIO:0001248]	GENEPIO
MIXS:0000998	samp_type	hydrocarbon resources-fluids/swabs	Definition	The type of material from which the sample was obtained. For the Hydrocarbon package, samples include types like core, rock trimmings, drill cuttings, piping section, coupon, pigging debris, solid deposit, produced fluid, produced water, injected water, swabs, etc. For the Food Package, samples are usually categorized as food, body products or tissues, or environmental material. This field accepts terms listed under environmental specimen (http://purl.obolibrary.org/obo/GENEPIO_0001246).	GENEPIO
MIXS:0000998	samp_type	hydrocarbon resources-fluids/swabs	Expected value	GENEPIO:0001246	GENEPIO
MIXS:0000998	samp_type	hydrocarbon resources-fluids/swabs	Example	built environment sample [GENEPIO:0001248]	GENEPIO
MIXS:0000751	chem_administration	microbial mat/biofilm	Expected value	CHEBI;timestamp	CHEBI
MIXS:0000751	chem_administration	microbial mat/biofilm	Example	agar [CHEBI:2509];2018-05-11T20:00Z	CHEBI
MIXS:0000751	chem_administration	miscellaneous natural or artificial environment	Expected value	CHEBI;timestamp	CHEBI
MIXS:0000751	chem_administration	miscellaneous natural or artificial environment	Example	agar [CHEBI:2509];2018-05-11T20:00Z	CHEBI
MIXS:0000751	chem_administration	plant-associated	Expected value	CHEBI;timestamp	CHEBI
MIXS:0000751	chem_administration	plant-associated	Example	agar [CHEBI:2509];2018-05-11T20:00Z	CHEBI
MIXS:0000874	host_phenotype	plant-associated	Definition	Phenotype of human or other host. Use terms from the phenotypic quality ontology (pato) or the Human Phenotype Ontology (HP)	HP
MIXS:0000874	host_phenotype	plant-associated	Expected value	PATO or HP	PATO
MIXS:0000874	host_phenotype	plant-associated	Example	seed pod; green [PATO:0000320]	PATO
MIXS:0001057	plant_growth_med	plant-associated	Definition	Specification of the media for growing the plants or tissue cultured samples, e.g. soil, aeroponic, hydroponic, in vitro solid culture medium, in vitro liquid culture medium. Recommended value is a specific value from EO:plant growth medium (follow this link for terms http://purl.obolibrary.org/obo/EO_0007147) or other controlled vocabulary	EO
MIXS:0001057	plant_growth_med	plant-associated	Expected value	EO or enumeration	EO
MIXS:0001057	plant_growth_med	plant-associated	Example	hydroponic plant culture media [EO:0007067]	EO
MIXS:0001058	plant_product	plant-associated	Example	xylem sap [PO:0025539]	PO
MIXS:0001060	plant_struc	plant-associated	Definition	Name of plant structure the sample was obtained from; for Plant Ontology (PO) (v releases/2017-12-14) terms, see http://purl.bioontology.org/ontology/PO, e.g. petiole epidermis (PO_0000051). If an individual flower is sampled, the sex of it can be recorded here.	PO
MIXS:0001060	plant_struc	plant-associated	Expected value	PO	PO
MIXS:0001060	plant_struc	plant-associated	Example	epidermis [PO:0005679]	PO
MIXS:0000578	root_med_macronutr	plant-associated	Definition	Measurement of the culture rooting medium macronutrients (N,P, K, Ca, Mg, S); e.g. KH2PO4 (170 mg/L).	PO
MIXS:0000578	root_med_macronutr	plant-associated	Example	KH2PO4;170 milligram per liter	PO
MIXS:0000751	chem_administration	sediment	Expected value	CHEBI;timestamp	CHEBI
MIXS:0000751	chem_administration	sediment	Example	agar [CHEBI:2509];2018-05-11T20:00Z	CHEBI
MIXS:0000332	soil_type	soil	Definition	Description of the soil type or classification. This field accepts terms under soil (http://purl.obolibrary.org/obo/ENVO_00001998).  Multiple terms can be separated by pipes.	ENVO
MIXS:0000332	soil_type	soil	Expected value	ENVO:00001998	ENVO
MIXS:0000332	soil_type	soil	Example	plinthosol [ENVO:00002250]	ENVO
MIXS:0000751	chem_administration	wastewater/sludge	Expected value	CHEBI;timestamp	CHEBI
MIXS:0000751	chem_administration	wastewater/sludge	Example	agar [CHEBI:2509];2018-05-11T20:00Z	CHEBI
MIXS:0000751	chem_administration	water	Expected value	CHEBI;timestamp	CHEBI
MIXS:0000751	chem_administration	water	Example	agar [CHEBI:2509];2018-05-11T20:00Z	CHEBI
MIXS:0000010	geo_loc_name	symbiont-associated	Definition	The geographical origin of the sample as defined by the country or sea name followed by specific region name. Country or sea names should be chosen from the INSDC country list (http://insdc.org/country.html), or the GAZ ontology (http://purl.bioontology.org/ontology/GAZ)	GAZ
MIXS:0000010	geo_loc_name	symbiont-associated	Expected value	country or sea name (INSDC or GAZ): region(GAZ), specific location name	GAZ
MIXS:0000867	host_body_site	symbiont-associated	Definition	Name of body site where the sample was obtained from, such as a specific organ or tissue (tongue, lung etc...). Use terms from the foundational model of anatomy ontology (fma) or the Uber-anatomy ontology (UBERON)	UBERON
MIXS:0000867	host_body_site	symbiont-associated	Expected value	FMA or UBERON	UBERON
MIXS:0000867	host_body_site	symbiont-associated	Example	scolex [UBERON:0015119]	UBERON
MIXS:0000888	host_body_product	symbiont-associated	Definition	Substance produced by the body, e.g. Stool, mucus, where the sample was obtained from. Use terms from the foundational model of anatomy ontology (fma) or Uber-anatomy ontology (UBERON)	UBERON
MIXS:0000888	host_body_product	symbiont-associated	Expected value	FMA or UBERON	UBERON
MIXS:0000888	host_body_product	symbiont-associated	Example	mucus [FMA:66938]	FMA
MIXS:0000874	host_phenotype	symbiont-associated	Definition	Phenotype of human or other host. Use terms from the phenotypic quality ontology (pato) or the Human Phenotype Ontology (HP)	HP
MIXS:0000874	host_phenotype	symbiont-associated	Expected value	PATO or HP	PATO
MIXS:0001325	host_of_host_env_loc	symbiont-associated	Definition	For a symbiotic host organism the local anatomical environment within its host may have causal influences. Report the anatomical entity(s) which are in the direct environment of the symbiotic host organism being sampled and which you believe have significant causal influences on your sample or specimen. For example, if the symbiotic host organism being sampled is an intestinal worm, its local environmental context will be the term for intestine from UBERON (http://uberon.github.io/).	UBERON
MIXS:0001325	host_of_host_env_loc	symbiont-associated	Expected value	UBERON term(s), multiple values can be separated by pipes.	UBERON
MIXS:0001325	host_of_host_env_loc	symbiont-associated	Value syntax	small intestine [UBERON:0002108]	UBERON
MIXS:0001326	host_of_host_env_med	symbiont-associated	Definition	Report the environmental material(s) immediately surrounding the symbiotic host organism at the time of sampling. This usually will be a tissue or substance type from the host, but may be another material if the symbiont is external to the host. We recommend using classes from the UBERON ontology, but subclasses of 'environmental material' (http://purl.obolibrary.org/obo/ENVO_00010483) may also be used. EnvO documentation about how to use the field: https://github.com/EnvironmentOntology/envo/wiki/Using-ENVO-with-MIxS . Terms from other OBO ontologies are permissible as long as they reference mass/volume nouns (e.g. air, water, blood) and not discrete, countable entities (e.g. intestines, heart).MIxS . Terms from other OBO ontologies are permissible as long as they reference mass/volume nouns (e.g. air, water, blood) and not discrete, countable entities (e.g. intestines, heart).	ENVO
MIXS:0001319	host_of_host_disease	symbiont-associated	Example	rabies [DOID:11260]	DOID
MIXS:0001332	host_of_host_pheno	symbiont-associated	Definition	Phenotype of the host of the symbiotic host organism. For phenotypic quality ontology (PATO) terms, see http://purl.bioontology.org/ontology/pato.	PATO
MIXS:0001332	host_of_host_pheno	symbiont-associated	Expected value	phenotype of the host of the symbiotic organism; PATO	PATO
MIXS:0000751	chem_administration	symbiont-associated	Expected value	CHEBI;timestamp	CHEBI
MIXS:0000751	chem_administration	symbiont-associated	Example	agar [CHEBI:2509];2018-05-11T20:00Z	CHEBI
MIXS:0000010	geo_loc_name	food-human foods	Definition	The geographical origin of the sample as defined by the country or sea name followed by specific region name. Country or sea names should be chosen from the INSDC country list (http://insdc.org/country.html), or the GAZ ontology (http://purl.bioontology.org/ontology/GAZ)	GAZ
MIXS:0000010	geo_loc_name	food-human foods	Expected value	country or sea name (INSDC or GAZ): region(GAZ), specific location name	GAZ
MIXS:0000050	seq_meth	food-human foods	Definition	Sequencing machine used. Where possible the term should be taken from the OBI list of DNA sequencers (http://purl.obolibrary.org/obo/OBI_0400103).	OBI
MIXS:0000050	seq_meth	food-human foods	Expected value	Text or OBI	OBI
MIXS:0000050	seq_meth	food-human foods	Example	454 Genome Sequencer FLX [OBI:0000702]	OBI
MIXS:0000002	samp_collect_device	food-human foods	Definition	The device used to collect an environmental sample. This field accepts terms listed under environmental sampling device (http://purl.obolibrary.org/obo/ENVO). This field also accepts terms listed under specimen collection device (http://purl.obolibrary.org/obo/GENEPIO_0002094).	ENVO
MIXS:0000002	samp_collect_device	food-human foods	Example	swab, biopsy, niskin bottle, push core, drag swab [GENEPIO:0002713]	GENEPIO
MIXS:0000008	experimental_factor	food-human foods	Definition	Variable aspects of an experiment design that can be used to describe an experiment, or set of experiments, in an increasingly detailed manner. This field accepts ontology terms from Experimental Factor Ontology (EFO) and/or Ontology for Biomedical Investigations (OBI).	OBI
MIXS:0000008	experimental_factor	food-human foods	Expected value	text or EFO and/or OBI	OBI
MIXS:0001183	coll_site_geo_feat	food-human foods	Definition	Text or terms that describe the geographic feature where the food sample was obtained by the researcher. This field accepts selected terms listed under the following ontologies: anthropogenic geographic feature (http://purl.obolibrary.org/obo/ENVO_00000002), for example agricultural fairground [ENVO:01000986]; garden [ENVO:00000011} or any of its subclasses; market [ENVO:01000987]; water well [ENVO:01000002]; or human construction (http://purl.obolibrary.org/obo/ENVO_00000070).	ENVO
MIXS:0001183	coll_site_geo_feat	food-human foods	Expected value	ENVO:00000002 or ENVO:00000070	ENVO
MIXS:0001183	coll_site_geo_feat	food-human foods	Example	farm [ENVO:00000078]	ENVO
MIXS:0001184	food_product_type	food-human foods	Definition	A food product type is a class of food products that is differentiated by its food composition (e.g., single- or multi-ingredient), processing and/or consumption characteristics. This does not include brand name products but it may include generic food dish categories. This field accepts terms under food product type (http://purl.obolibrary.org/obo/FOODON:03400361). For terms related to food product for an animal, consult food product for animal (http://purl.obolibrary.org/obo/FOODON_03309997). If the proper descriptor is not listed please use text to describe the food type. Multiple terms can be separated by one or more pipes.	FOODON
MIXS:0001184	food_product_type	food-human foods	Expected value	FOODON:00001002 or FOODON:03309997	FOODON
MIXS:0001184	food_product_type	food-human foods	Example	shrimp (peeled, deep-frozen) [FOODON:03317171]	FOODON
MIXS:0001194	bacterial_density	food-human foods	Definition	Number of bacteria in sample, as defined by bacteria density (http://purl.obolibrary.org/obo/GENEPIO_0000043).	GENEPIO
MIXS:0001118	cult_result_org	food-human foods	Expected value	NCIT:C14250 or NCBI taxid	NCIT
MIXS:0001118	cult_result_org	food-human foods	Example	Listeria monocytogenes [NCIT:C86502]	NCIT
MIXS:0001119	cult_target	food-human foods	Definition	The target microbial analyte in terms of investigation scope. This field accepts terms under organism (http://purl.obolibrary.org/obo/NCIT_C14250). This field also accepts identification numbers from NCBI under https://www.ncbi.nlm.nih.gov/taxonomy.	NCIT
MIXS:0001119	cult_target	food-human foods	Expected value	NCIT:C14250 or NCBI taxid or culture independent	NCIT
MIXS:0001119	cult_target	food-human foods	Example	Listeria monocytogenes [NCIT:C86502]	NCIT
